trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,shape_dist_traveled
10B-R01,05:00:00,05:00:10,B03270P,0,,0,
10B-R01,05:02:11,05:02:21,B05785P,1,,0,
10B-R01,05:03:36,05:03:46,B05536P,2,,0,
10B-R01,05:08:07,05:08:17,B02723P,3,,0,
11B-R01,05:00:00,05:00:10,B03291P,0,,0,
11B-R01,05:19:48,05:19:58,B06655P,1,,0,
11B-R01,05:23:20,05:23:30,B06653P,2,,0,
11B-R01,05:26:25,05:26:35,B06652P,3,,0,
11B-R02,05:00:00,05:00:10,B06652P,0,,0,
11B-R02,05:04:04,05:04:14,B06654P,1,,0,
11B-R02,05:26:54,05:27:04,B03291P,2,,0,
11C-R03,05:00:00,05:00:10,B03287P,0,,0,
11C-R03,05:03:26,05:03:36,B02801P,1,,0,
11C-R03,05:05:07,05:05:17,B00396P,2,,0,
11C-R03,05:05:56,05:06:06,B00555P,3,,0,
11C-R03,05:07:14,05:07:24,B02851P,4,,0,
11C-R03,05:09:47,05:09:57,B04898P,5,,0,
11C-R03,05:11:26,05:11:36,B00082P,6,,0,
11C-R03,05:12:24,05:12:34,B05201P,7,,0,
11C-R03,05:15:55,05:16:05,B06654P,8,,0,
11C-R03,05:27:50,05:28:00,B03290P,9,,0,
11C-R04,05:00:00,05:00:10,B03290P,0,,0,
11C-R04,05:06:07,05:06:17,B05202P,1,,0,
11C-R04,05:08:37,05:08:47,B02844P,2,,0,
11C-R04,05:12:40,05:12:50,B03091P,3,,0,
11C-R04,05:21:18,05:21:28,B06655P,4,,0,
11C-R04,05:24:50,05:25:00,B06653P,5,,0,
11C-R04,05:27:55,05:28:05,B06652P,6,,0,
11C-R04,05:30:06,05:30:16,B05200P,7,,0,
11C-R04,05:30:53,05:31:03,B00081P,8,,0,
11C-R04,05:32:24,05:32:34,B04897P,9,,0,
11C-R04,05:33:30,05:33:40,B05300P,10,,0,
11C-R04,05:35:19,05:35:29,B02850P,11,,0,
11C-R04,05:36:30,05:36:40,B00554P,12,,0,
11C-R04,05:37:23,05:37:33,B00395P,13,,0,
11C-R04,05:39:04,05:39:14,B02800P,14,,0,
11C-R04,05:43:16,05:43:26,B03287P,15,,0,
11N-R03,05:00:00,05:00:10,B03271P,0,,0,
11N-R03,05:02:58,05:03:08,B00538P,1,,0,
11N-R03,05:04:05,05:04:15,B01009P,2,,0,
11N-R03,05:06:30,05:06:40,B03745P,3,,0,
11N-R03,05:08:45,05:08:55,B05457P,4,,0,
11N-R03,05:13:48,05:13:58,B03478P,5,,0,
11N-R03,05:15:19,05:15:29,B02159P,6,,0,
11N-R03,05:16:37,05:16:47,B03205P,7,,0,
11N-R03,05:17:38,05:17:48,B00791P,8,,0,
11N-R03,05:19:24,05:19:34,B00922P,9,,0,
11N-R03,05:20:00,05:20:10,B02603P,10,,0,
11N-R03,05:20:38,05:20:48,B00921P,11,,0,
11N-R03,05:22:28,05:22:38,B00354P,12,,0,
11N-R03,05:24:01,05:24:11,B00920P,13,,0,
11N-R03,05:35:18,05:35:28,B05350P,14,,0,
11N-R04,05:00:00,05:00:10,B05350P,0,,0,
11N-R04,05:04:36,05:04:46,B00355P,1,,0,
11N-R04,05:07:04,05:07:14,B02604P,2,,0,
11N-R04,05:09:14,05:09:24,B00792P,3,,0,
11N-R04,05:10:47,05:10:57,B04000P,4,,0,
11N-R04,05:12:13,05:12:23,B03678P,5,,0,
11N-R04,05:13:05,05:13:15,B00266P,6,,0,
11N-R04,05:18:08,05:18:18,B05458P,7,,0,
11N-R04,05:22:02,05:22:12,B01201P,8,,0,
11N-R04,05:23:06,05:23:16,B01202P,9,,0,
11N-R04,05:23:54,05:24:04,B01040P,10,,0,
11N-R04,05:25:01,05:25:11,B03977P,11,,0,
11N-R04,05:25:42,05:25:52,B02077P,12,,0,
11N-R04,05:28:35,05:28:45,B03271P,13,,0,
11P-R01,05:00:00,05:00:10,B03289P,0,,0,
11P-R01,05:02:09,05:02:19,B01676P,1,,0,
11P-R01,05:04:45,05:04:55,B00636P,2,,0,
11P-R01,05:05:17,05:05:27,B00328P,3,,0,
11P-R01,05:07:55,05:08:05,B00100P,4,,0,
11P-R01,05:08:58,05:09:08,B02307P,5,,0,
11P-R01,05:10:25,05:10:35,B01578P,6,,0,
11P-R01,05:11:43,05:11:53,B01622P,7,,0,
11P-R01,05:13:26,05:13:36,B02351P,8,,0,
11P-R01,05:15:43,05:15:53,B01096P,9,,0,
11P-R01,05:17:34,05:17:44,B05885P,10,,0,
11P-R01,05:18:21,05:18:31,B06660P,11,,0,
11P-R01,05:19:52,05:20:02,B00306P,12,,0,
11P-R01,05:20:58,05:21:08,B00195P,13,,0,
11P-R01,05:21:39,05:21:49,B05581P,14,,0,
11P-R01,05:22:36,05:22:46,B00369P,15,,0,
11P-R01,05:24:28,05:24:38,B06662P,16,,0,
11P-R01,05:25:29,05:25:39,B01803P,17,,0,
11P-R01,05:26:32,05:26:42,B02818P,18,,0,
11P-R01,05:28:13,05:28:23,B04648P,19,,0,
11P-R01,05:32:33,05:32:43,B06652P,20,,0,
11P-R01,05:36:35,05:36:45,B06654P,21,,0,
11P-R02,05:00:00,05:00:10,B06654P,0,,0,
11P-R02,05:01:15,05:01:25,B06666P,1,,0,
11P-R02,05:05:24,05:05:34,B06667P,2,,0,
11P-R02,05:06:49,05:06:59,B06655P,3,,0,
11P-R02,05:08:58,05:09:08,B06665P,4,,0,
11P-R02,05:10:30,05:10:40,B06653P,5,,0,
11P-R02,05:17:36,05:17:46,B03280P,6,,0,
11P-R02,05:18:24,05:18:34,B06663P,7,,0,
11P-R02,05:20:08,05:20:18,B00368P,8,,0,
11P-R02,05:21:47,05:21:57,B00227P,9,,0,
11P-R02,05:22:22,05:22:32,B05318P,10,,0,
11P-R02,05:23:17,05:23:27,B00198P,11,,0,
11P-R02,05:24:04,05:24:14,B06661P,12,,0,
11P-R02,05:25:17,05:25:27,B00603P,13,,0,
11P-R02,05:27:36,05:27:46,B05660P,14,,0,
11P-R02,05:29:22,05:29:32,B02352P,15,,0,
11P-R02,05:31:09,05:31:19,B04518P,16,,0,
11P-R02,05:33:33,05:33:43,B02308P,17,,0,
11P-R02,05:35:34,05:35:44,B04476P,18,,0,
11P-R02,05:36:31,05:36:41,B03135P,19,,0,
11P-R02,05:37:34,05:37:44,B00637P,20,,0,
11P-R02,05:40:16,05:40:26,B01677P,21,,0,
11P-R02,05:42:16,05:42:26,B03289P,22,,0,
12C-R03,05:00:00,05:00:10,B03299P,0,,0,
12C-R03,05:02:50,05:03:00,B06292P,1,,0,
12C-R03,05:04:38,05:04:48,B06294P,2,,0,
12C-R03,05:07:40,05:07:50,B06314P,3,,0,
12C-R03,05:09:37,05:09:47,B02361P,4,,0,
12C-R03,05:11:16,05:11:26,B05028P,5,,0,
12C-R03,05:12:19,05:12:29,B05405P,6,,0,
12C-R03,05:15:58,05:16:08,B05675P,7,,0,
12C-R03,05:17:26,05:17:36,B05080P,8,,0,
12C-R03,05:19:12,05:19:22,B03406P,9,,0,
12C-R03,05:20:23,05:20:33,B06658P,10,,0,
12C-R03,05:20:58,05:21:08,B03166P,11,,0,
12C-R04,05:00:00,05:00:10,B03166P,0,,0,
12C-R04,05:01:35,05:01:45,B06659P,1,,0,
12C-R04,05:02:26,05:02:36,B03407P,2,,0,
12C-R04,05:04:26,05:04:36,B06295P,3,,0,
12C-R04,05:07:23,05:07:33,B06313P,4,,0,
12C-R04,05:09:10,05:09:20,B06312P,5,,0,
12C-R04,05:11:58,05:12:08,B03299P,6,,0,
14-R03,05:00:00,05:00:10,P00095,0,,0,
14-R03,05:00:33,05:00:43,B02734P,1,,0,
14-R03,05:02:23,05:02:33,B06064P,2,,0,
14-R03,05:03:07,05:03:17,B03882P,3,,0,
14-R03,05:04:29,05:04:39,B06065P,4,,0,
14-R03,05:05:50,05:06:00,B04517P,5,,0,
14-R03,05:09:07,05:09:17,B04788P,6,,0,
14-R03,05:10:59,05:11:09,B05556P,7,,0,
14-R03,05:12:49,05:12:59,B00292P,8,,0,
14-R03,05:17:01,05:17:11,B01960P,9,,0,
14-R03,05:20:21,05:20:31,B01526P,10,,0,
14-R03,05:22:38,05:22:48,B02907P,11,,0,
14-R03,05:25:09,05:25:19,B01149P,12,,0,
14-R03,05:26:49,05:26:59,B00501P,13,,0,
14-R03,05:28:48,05:28:58,B01601P,14,,0,
14-R03,05:30:33,05:30:43,B05389P,15,,0,
14-R03,05:32:32,05:32:42,B00770P,16,,0,
14-R03,05:37:54,05:38:04,B00083P,17,,0,
14-R03,05:39:37,05:39:47,B03201P,18,,0,
14-R03,05:43:38,05:43:48,B05866P,19,,0,
14-R03,05:44:20,05:44:30,B04647P,20,,0,
14-R03,05:46:31,05:46:41,B05725P,21,,0,
14-R04,05:00:00,05:00:10,B05725P,0,,0,
14-R04,05:03:21,05:03:31,B00317P,1,,0,
14-R04,05:05:43,05:05:53,B01311P,2,,0,
14-R04,05:07:34,05:07:44,B03885P,3,,0,
14-R04,05:08:13,05:08:23,B05849P,4,,0,
14-R04,05:09:47,05:09:57,B01188P,5,,0,
14-R04,05:11:31,05:11:41,B02244P,6,,0,
14-R04,05:14:10,05:14:20,B06066P,7,,0,
14-R04,05:16:10,05:16:20,B00861P,8,,0,
14-R04,05:23:58,05:24:08,B01961P,9,,0,
14-R04,05:29:36,05:29:46,B06067P,10,,0,
14-R04,05:32:06,05:32:16,B04789P,11,,0,
14-R04,05:34:34,05:34:44,B05550P,12,,0,
14-R04,05:37:31,05:37:41,B01745P,13,,0,
14-R04,05:39:31,05:39:41,P00095,14,,0,
1E-R01,05:00:00,05:00:10,B05584P,0,,0,
1E-R01,05:00:38,05:00:48,B05394P,1,,0,
1E-R01,05:01:30,05:01:40,B02668P,2,,0,
1E-R01,05:02:25,05:02:35,B01106P,3,,0,
1E-R01,05:03:38,05:03:48,B01130P,4,,0,
1E-R01,05:06:35,05:06:45,B02539P,5,,0,
1E-R01,05:07:48,05:07:58,B00296P,6,,0,
1E-R01,05:11:41,05:11:51,B01818P,7,,0,
1E-R01,05:13:35,05:13:45,B00897P,8,,0,
1E-R01,05:16:01,05:16:11,B02644P,9,,0,
1E-R01,05:17:06,05:17:16,B05311P,10,,0,
1E-R01,05:19:07,05:19:17,B03175P,11,,0,
1E-R01,05:20:52,05:21:02,B05435P,12,,0,
1E-R01,05:21:57,05:22:07,B00654P,13,,0,
1E-R01,05:25:18,05:25:28,B01349P,14,,0,
1E-R01,05:26:43,05:26:53,B00729P,15,,0,
1E-R01,05:29:17,05:29:27,B03626P,16,,0,
1E-R01,05:31:13,05:31:23,B01083P,17,,0,
1E-R01,05:34:06,05:34:16,B05426P,18,,0,
1E-R01,05:38:31,05:38:41,B01610P,19,,0,
1E-R01,05:39:30,05:39:40,B02860P,20,,0,
1E-R01,05:41:37,05:41:47,B04668P,21,,0,
1E-R01,05:42:52,05:43:02,B00954P,22,,0,
1E-R01,05:46:18,05:46:28,B06578P,23,,0,
1E-R02,05:00:00,05:00:10,B06578P,0,,0,
1E-R02,05:01:58,05:02:08,B05623P,1,,0,
1E-R02,05:06:32,05:06:42,B05635P,2,,0,
1E-R02,05:08:23,05:08:33,B05425P,3,,0,
1E-R02,05:10:09,05:10:19,B00695P,4,,0,
1E-R02,05:12:32,05:12:42,B04790P,5,,0,
1E-R02,05:15:20,05:15:30,B01541P,6,,0,
1E-R02,05:17:35,05:17:45,B00814P,7,,0,
1E-R02,05:20:18,05:20:28,B00730P,8,,0,
1E-R02,05:21:43,05:21:53,B00459P,9,,0,
1E-R02,05:24:57,05:25:07,B03597P,10,,0,
1E-R02,05:25:54,05:26:04,B05434P,11,,0,
1E-R02,05:27:40,05:27:50,B03174P,12,,0,
1E-R02,05:29:43,05:29:53,B05898P,13,,0,
1E-R02,05:31:06,05:31:16,B01001P,14,,0,
1E-R02,05:33:17,05:33:27,B04803P,15,,0,
1E-R02,05:34:38,05:34:48,B03136P,16,,0,
1E-R02,05:38:43,05:38:53,B00295P,17,,0,
1E-R02,05:40:43,05:40:53,B02538P,18,,0,
1E-R02,05:43:09,05:43:19,B01497P,19,,0,
1E-R02,05:43:52,05:44:02,B00684P,20,,0,
1E-R02,05:44:34,05:44:44,B05072P,21,,0,
1E-R02,05:45:36,05:45:46,B01493P,22,,0,
1E-R02,05:46:51,05:47:01,B05584P,23,,0,
2E-R03,05:00:00,05:00:10,B03291P,0,,0,
2E-R03,05:21:29,05:21:39,B06667P,1,,0,
2E-R03,05:22:54,05:23:04,B06655P,2,,0,
2E-R03,05:25:03,05:25:13,B06665P,3,,0,
2E-R03,05:26:35,05:26:45,B06653P,4,,0,
2E-R03,05:29:40,05:29:50,B06652P,5,,0,
2E-R03,05:31:51,05:32:01,B05200P,6,,0,
2E-R03,05:32:38,05:32:48,B00081P,7,,0,
2E-R03,05:34:09,05:34:19,B04897P,8,,0,
2E-R03,05:35:15,05:35:25,B05300P,9,,0,
2E-R03,05:37:03,05:37:13,B02850P,10,,0,
2E-R03,05:38:12,05:38:22,B00554P,11,,0,
2E-R03,05:39:05,05:39:15,B00395P,12,,0,
2E-R03,05:40:46,05:40:56,B02800P,13,,0,
2E-R03,05:41:46,05:41:56,B05587P,14,,0,
2E-R03,05:43:05,05:43:15,B05566P,15,,0,
2E-R03,05:44:08,05:44:18,B00031P,16,,0,
2E-R03,05:45:09,05:45:19,B00822P,17,,0,
2E-R03,05:46:10,05:46:20,B01806P,18,,0,
2E-R03,05:49:46,05:49:56,B05823P,19,,0,
2E-R03,05:50:19,05:50:29,B03090P,20,,0,
2E-R03,05:57:02,05:57:12,B00788P,21,,0,
2E-R03,06:02:40,06:02:50,B02998P,22,,0,
2E-R03,06:04:01,06:04:11,B05314P,23,,0,
2E-R03,06:05:41,06:05:51,B03152P,24,,0,
2E-R03,06:06:34,06:06:44,B01850P,25,,0,
2E-R03,06:08:54,06:09:04,B00131P,26,,0,
2E-R03,06:09:54,06:10:04,B03006P,27,,0,
2E-R03,06:12:58,06:13:08,B03003P,28,,0,
2E-R03,06:15:21,06:15:31,B00070P,29,,0,
2E-R03,06:24:07,06:24:17,B05934P,30,,0,
2E-R03,06:27:01,06:27:11,B05935P,31,,0,
2E-R04,05:00:00,05:00:10,B05935P,0,,0,
2E-R04,05:07:45,05:07:55,B00069P,1,,0,
2E-R04,05:09:37,05:09:47,B02510P,2,,0,
2E-R04,05:10:36,05:10:46,B03002P,3,,0,
2E-R04,05:12:09,05:12:19,B01901P,4,,0,
2E-R04,05:14:27,05:14:37,B00130P,5,,0,
2E-R04,05:17:26,05:17:36,B04287P,6,,0,
2E-R04,05:21:50,05:22:00,B05875P,7,,0,
2E-R04,05:22:58,05:23:08,B01277P,8,,0,
2E-R04,05:23:55,05:24:05,B01278P,9,,0,
2E-R04,05:36:50,05:37:00,B02947P,10,,0,
2E-R04,05:37:31,05:37:41,B01807P,11,,0,
2E-R04,05:38:25,05:38:35,B00823P,12,,0,
2E-R04,05:39:48,05:39:58,B00032P,13,,0,
2E-R04,05:41:40,05:41:50,B05588P,14,,0,
2E-R04,05:42:44,05:42:54,B02801P,15,,0,
2E-R04,05:44:25,05:44:35,B00396P,16,,0,
2E-R04,05:45:14,05:45:24,B00555P,17,,0,
2E-R04,05:46:32,05:46:42,B02851P,18,,0,
2E-R04,05:49:05,05:49:15,B04898P,19,,0,
2E-R04,05:50:43,05:50:53,B00082P,20,,0,
2E-R04,05:51:41,05:51:51,B05201P,21,,0,
2E-R04,05:52:46,05:52:56,B06664P,22,,0,
2E-R04,05:55:21,05:55:31,B06654P,23,,0,
2E-R04,05:56:36,05:56:46,B06666P,24,,0,
2E-R04,06:03:42,06:03:52,B03091P,25,,0,
2E-R04,06:18:40,06:18:50,B03291P,26,,0,
2H-R03,05:00:00,05:00:10,B03273P,0,,0,
2H-R03,05:02:22,05:02:32,B03377P,1,,0,
2H-R03,05:08:17,05:08:27,B01073P,2,,0,
2H-R03,05:08:52,05:09:02,B06668P,3,,0,
2H-R03,05:11:01,05:11:11,B00770P,4,,0,
2H-R03,05:16:14,05:16:24,B03199P,5,,0,
2H-R04,05:00:00,05:00:10,B03199P,0,,0,
2H-R04,05:07:53,05:08:03,B00317P,1,,0,
2H-R04,05:09:00,05:09:10,B00318P,2,,0,
2H-R04,05:10:25,05:10:35,B01311P,3,,0,
2H-R04,05:12:32,05:12:42,B05389P,4,,0,
2H-R04,05:13:14,05:13:24,B05170P,5,,0,
2H-R04,05:14:46,05:14:56,B00388P,6,,0,
2H-R04,05:16:19,05:16:29,B03084P,7,,0,
2H-R04,05:17:33,05:17:43,B02059P,8,,0,
2H-R04,05:22:14,05:22:24,B02594P,9,,0,
2H-R04,05:23:21,05:23:31,B00687P,10,,0,
2H-R04,05:23:53,05:24:03,B05696P,11,,0,
2H-R04,05:25:10,05:25:20,B03083P,12,,0,
2H-R04,05:29:25,05:29:35,B04344P,13,,0,
2H-R04,05:32:37,05:32:47,B03273P,14,,0,
2Q-R01,05:00:00,05:00:10,B06053P,0,,0,
2Q-R01,05:00:43,05:00:53,B02291P,1,,0,
2Q-R01,05:01:27,05:01:37,B00184P,2,,0,
2Q-R01,05:02:59,05:03:09,B01813P,3,,0,
2Q-R01,05:05:15,05:05:25,B05693P,4,,0,
2Q-R01,05:09:26,05:09:36,B02755P,5,,0,
2Q-R02,10:00:00,10:00:10,B02755P,0,,0,
2Q-R02,10:01:32,10:01:42,B00291P,1,,0,
2Q-R02,10:02:58,10:03:08,B02266P,2,,0,
2Q-R02,10:04:01,10:04:11,B00304P,3,,0,
2Q-R02,10:04:54,10:05:04,B00323P,4,,0,
2Q-R02,10:08:00,10:08:10,B05445P,5,,0,
2Q-R02,10:09:52,10:10:02,B06034P,6,,0,
2Q-R02,10:13:34,10:13:44,B03596P,7,,0,
2Q-R02,10:15:25,10:15:35,B06053P,8,,0,
3A-R01,05:00:00,05:00:10,B03286P,0,,0,
3A-R01,05:01:28,05:01:38,B02379P,1,,0,
3A-R01,05:03:36,05:03:46,B01760P,2,,0,
3A-R01,05:04:34,05:04:44,B06657P,3,,0,
3A-R01,05:07:46,05:07:56,B02833P,4,,0,
3A-R01,05:10:35,05:10:45,B01798P,5,,0,
3A-R02,05:00:00,05:00:10,B01798P,0,,0,
3A-R02,05:02:07,05:02:17,B01332P,1,,0,
3A-R02,05:03:04,05:03:14,B02760P,2,,0,
3A-R02,05:06:31,05:06:41,B06656P,3,,0,
3A-R02,05:12:08,05:12:18,B03286P,4,,0,
3B-R04,05:00:00,05:00:10,B03073P,0,,0,
3B-R04,05:01:56,05:02:06,B04136P,1,,0,
3B-R04,05:03:13,05:03:23,B04610P,2,,0,
3B-R04,05:04:19,05:04:29,B00192P,3,,0,
3B-R04,05:06:18,05:06:28,B03041P,4,,0,
3B-R04,05:08:55,05:09:05,B05632P,5,,0,
3B-R04,05:11:36,05:11:46,B02808P,6,,0,
3B-R04,05:17:05,05:17:15,B03272P,7,,0,
4E-R01,05:00:00,05:00:10,B03275P,0,,0,
4E-R01,05:00:48,05:00:58,B03276P,1,,0,
4E-R01,05:01:48,05:01:58,B02319P,2,,0,
4E-R01,05:02:29,05:02:39,B00364P,3,,0,
4E-R01,05:03:44,05:03:54,B05671P,4,,0,
4E-R01,05:04:37,05:04:47,B00866P,5,,0,
4E-R01,05:05:50,05:06:00,B02942P,6,,0,
4E-R01,05:06:34,05:06:44,B05798P,7,,0,
4E-R01,05:08:29,05:08:39,B02943P,8,,0,
4E-R01,05:09:55,05:10:05,B02946P,9,,0,
4E-R01,05:11:02,05:11:12,B03325P,10,,0,
4E-R01,05:13:00,05:13:10,B02274P,11,,0,
4E-R01,05:14:05,05:14:15,B01779P,12,,0,
4E-R01,05:15:48,05:15:58,B02848P,13,,0,
4E-R01,05:17:05,05:17:15,B02671P,14,,0,
4E-R01,05:18:17,05:18:27,B02856P,15,,0,
4E-R01,05:19:31,05:19:41,B02999P,16,,0,
4E-R01,05:22:39,05:22:49,B02997P,17,,0,
4E-R03,05:00:00,05:00:10,B02997P,0,,0,
4E-R03,05:01:04,05:01:14,B00564P,1,,0,
4E-R03,05:01:48,05:01:58,B00041P,2,,0,
4E-R03,05:03:20,05:03:30,B02670P,3,,0,
4E-R03,05:04:42,05:04:52,B02847P,4,,0,
4E-R03,05:06:37,05:06:47,B01778P,5,,0,
4E-R03,05:09:24,05:09:34,B03040P,6,,0,
4E-R03,05:12:22,05:12:32,B01730P,7,,0,
4E-R03,05:14:14,05:14:24,B02941P,8,,0,
4E-R03,05:16:09,05:16:19,B01620P,9,,0,
4E-R03,05:17:03,05:17:13,B00363P,10,,0,
4E-R03,05:18:02,05:18:12,B02633P,11,,0,
4E-R03,05:19:04,05:19:14,B05460P,12,,0,
4E-R03,05:20:10,05:20:20,B01470P,13,,0,
4E-R03,05:21:18,05:21:28,B01691P,14,,0,
4E-R03,05:22:48,05:22:58,B03275P,15,,0,
6P-R01,05:00:00,05:00:10,B00248P,0,,0,
6P-R01,06:13:36,06:13:46,B05687P,1,,0,
6P-R01,06:16:08,06:16:18,B02102P,2,,0,
6P-R01,06:17:11,06:17:21,B02105P,3,,0,
6P-R01,06:19:57,06:20:07,B02412P,4,,0,
6P-R01,06:21:23,06:21:33,B01962P,5,,0,
6P-R01,06:22:35,06:22:45,B01963P,6,,0,
6P-R01,06:23:29,06:23:39,B00163P,7,,0,
6P-R01,06:25:24,06:25:34,B01893P,8,,0,
6P-R01,06:27:03,06:27:13,B00664P,9,,0,
6P-R01,06:29:13,06:29:23,B01832P,10,,0,
6P-R01,06:31:25,06:31:35,B02103P,11,,0,
6P-R01,06:34:02,06:34:12,B02411P,12,,0,
6P-R01,06:34:48,06:34:58,B04686P,13,,0,
6P-R02,05:00:00,05:00:10,B04686P,0,,0,
6P-R02,05:01:04,05:01:14,B02104P,1,,0,
6P-R02,05:01:56,05:02:06,B00795P,2,,0,
6P-R02,05:04:08,05:04:18,B05887P,3,,0,
6P-R02,05:05:14,05:05:24,B00274P,4,,0,
6P-R02,05:06:03,05:06:13,B01831P,5,,0,
6P-R02,05:08:06,05:08:16,B00663P,6,,0,
6P-R02,05:09:00,05:09:10,B02756P,7,,0,
6P-R02,05:10:08,05:10:18,B00389P,8,,0,
6P-R02,05:12:00,05:12:10,B00064P,9,,0,
6P-R02,05:12:35,05:12:45,B02398P,10,,0,
6P-R02,05:14:19,05:14:29,B00596P,11,,0,
6P-R02,05:15:40,05:15:50,B02697P,12,,0,
6P-R02,05:17:37,05:17:47,B05698P,13,,0,
6P-R02,05:19:46,05:19:56,B00209P,14,,0,
6P-R02,05:20:46,05:20:56,B05688P,15,,0,
6P-R02,06:12:51,06:13:01,B03097P,16,,0,
6P-R02,06:37:25,06:37:35,B03094P,17,,0,
6P-R02,06:52:24,06:52:34,B00226P,18,,0,
B14-R02,05:00:00,05:00:10,B02104P,0,,0,
B14-R02,05:00:52,05:01:02,B00795P,1,,0,
B14-R02,05:03:04,05:03:14,B05887P,2,,0,
B14-R02,05:04:10,05:04:20,B00274P,3,,0,
B14-R02,05:04:59,05:05:09,B01831P,4,,0,
B14-R02,05:07:02,05:07:12,B00663P,5,,0,
B14-R02,05:07:56,05:08:06,B02756P,6,,0,
B14-R02,05:09:04,05:09:14,B00389P,7,,0,
B14-R02,05:10:56,05:11:06,B00064P,8,,0,
B14-R02,05:11:31,05:11:41,B02398P,9,,0,
B14-R02,05:13:15,05:13:25,B00596P,10,,0,
B14-R02,05:14:36,05:14:46,B02697P,11,,0,
B14-R02,05:16:33,05:16:43,B05698P,12,,0,
B14-R02,05:18:42,05:18:52,B00209P,13,,0,
B14-R02,05:19:42,05:19:52,B05688P,14,,0,
B14-R02,06:48:07,06:48:17,B02192P,15,,0,
B14-R02,06:49:18,06:49:28,B01853P,16,,0,
B14-R02,06:52:04,06:52:14,B03156P,17,,0,
B14-R02,07:00:36,07:00:46,B00108P,18,,0,
B14-R02,07:03:58,07:04:08,P00236,19,,0,
BW2-L01,05:00:00,05:00:10,B00806P,0,,0,
BW2-L01,05:02:41,05:02:51,B00102P,1,,0,
BW2-L01,05:09:22,05:09:32,B03313P,2,,0,
BW2-L01,05:14:39,05:14:49,B02863P,3,,0,
BW2-L01,05:17:38,05:17:48,B03314P,4,,0,
BW2-L01,05:23:55,05:24:05,B02501P,5,,0,
BW2-L01,05:31:38,05:31:48,B02701P,6,,0,
BW2-L01,05:37:06,05:37:16,B02581P,7,,0,
BW2-L01,05:41:05,05:41:15,B01791P,8,,0,
BW2-L01,05:47:52,05:48:02,B02475P,9,,0,
BW2-L01,05:51:14,05:51:24,B02477P,10,,0,
BW2-L01,05:53:41,05:53:51,B00806P,11,,0,
D21-R01,05:00:00,05:00:10,B05830P,0,,0,
D21-R01,05:05:57,05:06:07,B05834P,1,,0,
D21-R01,05:07:35,05:07:45,B05514P,2,,0,
D21-R01,05:09:36,05:09:46,B04423P,3,,0,
D21-R01,05:11:33,05:11:43,B00821P,4,,0,
D21-R01,05:12:17,05:12:27,B05464P,5,,0,
D21-R01,05:17:01,05:17:11,B01809P,6,,0,
D21-R01,05:19:56,05:20:06,B01780P,7,,0,
D21-R01,05:21:53,05:22:03,B02269P,8,,0,
D21-R01,05:25:07,05:25:17,B02134P,9,,0,
D21-R01,05:26:00,05:26:10,B05509P,10,,0,
D21-R01,05:30:05,05:30:15,B00120P,11,,0,
D21-R01,05:32:16,05:32:26,B02831P,12,,0,
D21-R01,05:34:34,05:34:44,B02868P,13,,0,
D21-R01,05:36:14,05:36:24,B01857P,14,,0,
D21-R01,05:37:52,05:38:02,B01965P,15,,0,
D21-R01,05:40:02,05:40:12,B03214P,16,,0,
D21-R01,05:42:55,05:43:05,B00036P,17,,0,
D21-R01,05:44:42,05:44:52,B00824P,18,,0,
D21-R01,05:46:40,05:46:50,B02087P,19,,0,
D21-R01,05:50:23,05:50:33,B01775P,20,,0,
D21-R01,05:52:51,05:53:01,B00347P,21,,0,
D21-R01,05:54:58,05:55:08,B05488P,22,,0,
D21-R01,05:56:57,05:57:07,B00402P,23,,0,
D21-R01,05:58:38,05:58:48,B01184P,24,,0,
D21-R01,06:00:02,06:00:12,B03177P,25,,0,
D21-R01,06:04:26,06:04:36,B02895P,26,,0,
D21-R01,06:06:02,06:06:12,B05492P,27,,0,
D31-R04,05:00:00,05:00:10,B04686P,0,,0,
D31-R04,05:13:26,05:13:36,B02104P,1,,0,
D31-R04,05:14:18,05:14:28,B00795P,2,,0,
D31-R04,05:16:30,05:16:40,B05887P,3,,0,
D31-R04,05:17:36,05:17:46,B00274P,4,,0,
D31-R04,05:18:25,05:18:35,B01831P,5,,0,
D31-R04,05:20:28,05:20:38,B00663P,6,,0,
D31-R04,05:21:22,05:21:32,B02756P,7,,0,
D31-R04,05:22:30,05:22:40,B00389P,8,,0,
D31-R04,05:26:22,05:26:32,B00596P,9,,0,
D31-R04,05:27:43,05:27:53,B02697P,10,,0,
D31-R04,05:29:40,05:29:50,B05698P,11,,0,
D31-R04,06:38:09,06:38:19,B06644P,12,,0,
D31-R04,06:41:51,06:42:01,B06645P,13,,0,
D31-R04,06:49:01,06:49:11,B06646P,14,,0,
D31-R04,06:52:43,06:52:53,B03464P,15,,0,
D31-R04,06:54:43,06:54:53,B06073P,16,,0,
D31-R04,07:06:50,07:07:00,B05399P,17,,0,
D32-R02,05:00:00,05:00:10,B00221P,0,,0,
D32-R02,06:03:42,06:03:52,B06644P,1,,0,
D32-R02,06:07:24,06:07:34,B06645P,2,,0,
D32-R02,06:14:34,06:14:44,B06646P,3,,0,
D32-R02,06:18:16,06:18:26,B03464P,4,,0,
D32-R02,06:20:16,06:20:26,B06073P,5,,0,
D32-R02,06:32:23,06:32:33,B05399P,6,,0,
